"test_id","PM2.5","PM10","O3"
"dongsi_aq#0",36.1880340576172,0,0
"dongsi_aq#1",17.3264484405518,0,0
"dongsi_aq#2",32.9547691345215,0,0
"dongsi_aq#3",50.8159713745117,0,0
"dongsi_aq#4",82.0549468994141,0,0
"dongsi_aq#5",81.1457214355469,0,0
"dongsi_aq#6",49.6940994262695,0,0
"dongsi_aq#7",94.9051666259766,0,0
"dongsi_aq#8",69.8257751464844,0,0
"dongsi_aq#9",96.0527496337891,0,0
"dongsi_aq#10",74.5445327758789,0,0
"dongsi_aq#11",54.7333374023438,0,0
"dongsi_aq#12",75.8945465087891,0,0
"dongsi_aq#13",54.1863746643066,0,0
"dongsi_aq#14",71.6592636108398,0,0
"dongsi_aq#15",75.5593032836914,0,0
"dongsi_aq#16",70.647705078125,0,0
"dongsi_aq#17",178.850479125977,0,0
"dongsi_aq#18",176.19807434082,0,0
"dongsi_aq#19",56.8455924987793,0,0
"dongsi_aq#20",120.451126098633,0,0
"dongsi_aq#21",79.3755798339844,0,0
"dongsi_aq#22",62.021369934082,0,0
"dongsi_aq#23",84.7564239501953,0,0
"dongsi_aq#24",0,0,0
"dongsi_aq#25",102.755035400391,0,0
"dongsi_aq#26",14.449013710022,0,0
"dongsi_aq#27",82.308235168457,0,0
"dongsi_aq#28",92.7830352783203,0,0
"dongsi_aq#29",83.3960800170898,0,0
"dongsi_aq#30",98.6119155883789,0,0
"dongsi_aq#31",120.530265808105,0,0
"dongsi_aq#32",114.121315002441,0,0
"dongsi_aq#33",144.579605102539,0,0
"dongsi_aq#34",177.229400634766,0,0
"dongsi_aq#35",106.497482299805,0,0
"dongsi_aq#36",73.0037841796875,0,0
"dongsi_aq#37",104.962219238281,0,0
"dongsi_aq#38",97.5647048950195,0,0
"dongsi_aq#39",279.869201660156,0,0
"dongsi_aq#40",438.99755859375,0,0
"dongsi_aq#41",393.879028320312,0,0
"dongsi_aq#42",201.622299194336,0,0
"dongsi_aq#43",353.624267578125,0,0
"dongsi_aq#44",183.055145263672,0,0
"dongsi_aq#45",153.410079956055,0,0
"dongsi_aq#46",93.5139923095703,0,0
"dongsi_aq#47",66.9412078857422,0,0
"tiantan_aq#0",18.6841869354248,0,0
"tiantan_aq#1",34.9727478027344,0,0
"tiantan_aq#2",30.7369556427002,0,0
"tiantan_aq#3",41.9811134338379,0,0
"tiantan_aq#4",53.4235801696777,0,0
"tiantan_aq#5",55.5083999633789,0,0
"tiantan_aq#6",76.4027938842773,0,0
"tiantan_aq#7",55.1811103820801,0,0
"tiantan_aq#8",72.2530364990234,0,0
"tiantan_aq#9",48.5682067871094,0,0
"tiantan_aq#10",42.5606422424316,0,0
"tiantan_aq#11",54.4360122680664,0,0
"tiantan_aq#12",58.2850151062012,0,0
"tiantan_aq#13",56.7907943725586,0,0
"tiantan_aq#14",82.2906494140625,0,0
"tiantan_aq#15",110.22957611084,0,0
"tiantan_aq#16",31.9742183685303,0,0
"tiantan_aq#17",83.5786514282227,0,0
"tiantan_aq#18",59.6784706115723,0,0
"tiantan_aq#19",113.675819396973,0,0
"tiantan_aq#20",63.5025291442871,0,0
"tiantan_aq#21",45.7794532775879,0,0
"tiantan_aq#22",80.2083969116211,0,0
"tiantan_aq#23",93.3061141967773,0,0
"tiantan_aq#24",121.007759094238,0,0
"tiantan_aq#25",66.2133026123047,0,0
"tiantan_aq#26",109.253868103027,0,0
"tiantan_aq#27",98.3389129638672,0,0
"tiantan_aq#28",68.1870574951172,0,0
"tiantan_aq#29",94.1404342651367,0,0
"tiantan_aq#30",16.9102897644043,0,0
"tiantan_aq#31",79.9707107543945,0,0
"tiantan_aq#32",40.5685043334961,0,0
"tiantan_aq#33",25.2179908752441,0,0
"tiantan_aq#34",71.9888610839844,0,0
"tiantan_aq#35",35.8635482788086,0,0
"tiantan_aq#36",142.841293334961,0,0
"tiantan_aq#37",104.879806518555,0,0
"tiantan_aq#38",90.7719039916992,0,0
"tiantan_aq#39",198.326416015625,0,0
"tiantan_aq#40",215.720596313477,0,0
"tiantan_aq#41",331.919494628906,0,0
"tiantan_aq#42",67.3224258422852,0,0
"tiantan_aq#43",80.1341781616211,0,0
"tiantan_aq#44",30.952075958252,0,0
"tiantan_aq#45",30.3736705780029,0,0
"tiantan_aq#46",34.8587036132812,0,0
"tiantan_aq#47",66.3383941650391,0,0
"guanyuan_aq#0",16.9429359436035,0,0
"guanyuan_aq#1",25.445104598999,0,0
"guanyuan_aq#2",56.4634170532227,0,0
"guanyuan_aq#3",76.4509658813477,0,0
"guanyuan_aq#4",46.742301940918,0,0
"guanyuan_aq#5",55.2060470581055,0,0
"guanyuan_aq#6",54.051887512207,0,0
"guanyuan_aq#7",58.2001953125,0,0
"guanyuan_aq#8",58.0507431030273,0,0
"guanyuan_aq#9",70.1126708984375,0,0
"guanyuan_aq#10",66.9599151611328,0,0
"guanyuan_aq#11",62.1407432556152,0,0
"guanyuan_aq#12",40.4627914428711,0,0
"guanyuan_aq#13",66.1716766357422,0,0
"guanyuan_aq#14",23.036413192749,0,0
"guanyuan_aq#15",76.0250625610352,0,0
"guanyuan_aq#16",90.2332382202148,0,0
"guanyuan_aq#17",92.3841171264648,0,0
"guanyuan_aq#18",74.4881362915039,0,0
"guanyuan_aq#19",54.6812553405762,0,0
"guanyuan_aq#20",36.7713813781738,0,0
"guanyuan_aq#21",30.5048713684082,0,0
"guanyuan_aq#22",81.5147857666016,0,0
"guanyuan_aq#23",87.7922897338867,0,0
"guanyuan_aq#24",47.70556640625,0,0
"guanyuan_aq#25",68.0056304931641,0,0
"guanyuan_aq#26",6.96404647827148,0,0
"guanyuan_aq#27",40.6157493591309,0,0
"guanyuan_aq#28",64.4839553833008,0,0
"guanyuan_aq#29",52.1385383605957,0,0
"guanyuan_aq#30",130.019149780273,0,0
"guanyuan_aq#31",104.597999572754,0,0
"guanyuan_aq#32",108.863929748535,0,0
"guanyuan_aq#33",56.614574432373,0,0
"guanyuan_aq#34",56.6865196228027,0,0
"guanyuan_aq#35",90.5990371704102,0,0
"guanyuan_aq#36",47.0374031066895,0,0
"guanyuan_aq#37",70.4445495605469,0,0
"guanyuan_aq#38",119.852226257324,0,0
"guanyuan_aq#39",99.016487121582,0,0
"guanyuan_aq#40",121.756942749023,0,0
"guanyuan_aq#41",70.6112670898438,0,0
"guanyuan_aq#42",72.4642791748047,0,0
"guanyuan_aq#43",93.1925277709961,0,0
"guanyuan_aq#44",71.20263671875,0,0
"guanyuan_aq#45",78.9855041503906,0,0
"guanyuan_aq#46",66.8778610229492,0,0
"guanyuan_aq#47",75.0995025634766,0,0
"wanshouxig_aq#0",23.390697479248,0,0
"wanshouxig_aq#1",36.682056427002,0,0
"wanshouxig_aq#2",92.9879684448242,0,0
"wanshouxig_aq#3",189.176025390625,0,0
"wanshouxig_aq#4",302.579833984375,0,0
"wanshouxig_aq#5",277.90771484375,0,0
"wanshouxig_aq#6",426.794525146484,0,0
"wanshouxig_aq#7",220.830230712891,0,0
"wanshouxig_aq#8",203.843627929688,0,0
"wanshouxig_aq#9",113.959365844727,0,0
"wanshouxig_aq#10",47.1778106689453,0,0
"wanshouxig_aq#11",297.611267089844,0,0
"wanshouxig_aq#12",150.384841918945,0,0
"wanshouxig_aq#13",136.326614379883,0,0
"wanshouxig_aq#14",136.50569152832,0,0
"wanshouxig_aq#15",246.931106567383,0,0
"wanshouxig_aq#16",189.928421020508,0,0
"wanshouxig_aq#17",213.110046386719,0,0
"wanshouxig_aq#18",5.98690605163574,0,0
"wanshouxig_aq#19",19.6077289581299,0,0
"wanshouxig_aq#20",18.6007823944092,0,0
"wanshouxig_aq#21",23.5707454681396,0,0
"wanshouxig_aq#22",43.3744506835938,0,0
"wanshouxig_aq#23",36.3653945922852,0,0
"wanshouxig_aq#24",0,0,0
"wanshouxig_aq#25",5.02198076248169,0,0
"wanshouxig_aq#26",24.447624206543,0,0
"wanshouxig_aq#27",28.5443515777588,0,0
"wanshouxig_aq#28",48.5357666015625,0,0
"wanshouxig_aq#29",44.175464630127,0,0
"wanshouxig_aq#30",45.129768371582,0,0
"wanshouxig_aq#31",78.9677658081055,0,0
"wanshouxig_aq#32",147.379852294922,0,0
"wanshouxig_aq#33",83.7129974365234,0,0
"wanshouxig_aq#34",102.350166320801,0,0
"wanshouxig_aq#35",98.407470703125,0,0
"wanshouxig_aq#36",106.270599365234,0,0
"wanshouxig_aq#37",95.5641632080078,0,0
"wanshouxig_aq#38",48.1233558654785,0,0
"wanshouxig_aq#39",136.261260986328,0,0
"wanshouxig_aq#40",122.801078796387,0,0
"wanshouxig_aq#41",172.152770996094,0,0
"wanshouxig_aq#42",183.502655029297,0,0
"wanshouxig_aq#43",131.018157958984,0,0
"wanshouxig_aq#44",96.2990036010742,0,0
"wanshouxig_aq#45",47.8906517028809,0,0
"wanshouxig_aq#46",46.2022895812988,0,0
"wanshouxig_aq#47",119.619171142578,0,0
"aotizhongx_aq#0",176.970077514648,0,0
"aotizhongx_aq#1",73.2441101074219,0,0
"aotizhongx_aq#2",143.596405029297,0,0
"aotizhongx_aq#3",61.5763740539551,0,0
"aotizhongx_aq#4",76.2606430053711,0,0
"aotizhongx_aq#5",73.4586334228516,0,0
"aotizhongx_aq#6",53.0060615539551,0,0
"aotizhongx_aq#7",173.218566894531,0,0
"aotizhongx_aq#8",164.911895751953,0,0
"aotizhongx_aq#9",149.149688720703,0,0
"aotizhongx_aq#10",102.930885314941,0,0
"aotizhongx_aq#11",185.549423217773,0,0
"aotizhongx_aq#12",208.332397460938,0,0
"aotizhongx_aq#13",161.078857421875,0,0
"aotizhongx_aq#14",59.8773880004883,0,0
"aotizhongx_aq#15",114.288284301758,0,0
"aotizhongx_aq#16",25.9399356842041,0,0
"aotizhongx_aq#17",132.326934814453,0,0
"aotizhongx_aq#18",21.0158596038818,0,0
"aotizhongx_aq#19",58.6028633117676,0,0
"aotizhongx_aq#20",40.0306396484375,0,0
"aotizhongx_aq#21",67.1104431152344,0,0
"aotizhongx_aq#22",43.825122833252,0,0
"aotizhongx_aq#23",32.8220710754395,0,0
"aotizhongx_aq#24",47.6171073913574,0,0
"aotizhongx_aq#25",20.9836349487305,0,0
"aotizhongx_aq#26",138.960525512695,0,0
"aotizhongx_aq#27",93.8963165283203,0,0
"aotizhongx_aq#28",288.013000488281,0,0
"aotizhongx_aq#29",296.677429199219,0,0
"aotizhongx_aq#30",356.373565673828,0,0
"aotizhongx_aq#31",203.519912719727,0,0
"aotizhongx_aq#32",241.298324584961,0,0
"aotizhongx_aq#33",114.659126281738,0,0
"aotizhongx_aq#34",180.206298828125,0,0
"aotizhongx_aq#35",58.8727798461914,0,0
"aotizhongx_aq#36",165.283920288086,0,0
"aotizhongx_aq#37",81.7177200317383,0,0
"aotizhongx_aq#38",84.4696197509766,0,0
"aotizhongx_aq#39",87.5708465576172,0,0
"aotizhongx_aq#40",97.4245071411133,0,0
"aotizhongx_aq#41",108.257308959961,0,0
"aotizhongx_aq#42",149.632080078125,0,0
"aotizhongx_aq#43",100.497528076172,0,0
"aotizhongx_aq#44",42.5532684326172,0,0
"aotizhongx_aq#45",41.6421813964844,0,0
"aotizhongx_aq#46",89.2329559326172,0,0
"aotizhongx_aq#47",38.0016403198242,0,0
"nongzhangu_aq#0",72.0832138061523,0,0
"nongzhangu_aq#1",53.326732635498,0,0
"nongzhangu_aq#2",97.7127380371094,0,0
"nongzhangu_aq#3",94.91455078125,0,0
"nongzhangu_aq#4",283.866088867188,0,0
"nongzhangu_aq#5",322.770599365234,0,0
"nongzhangu_aq#6",167.087310791016,0,0
"nongzhangu_aq#7",149.784866333008,0,0
"nongzhangu_aq#8",65.1152420043945,0,0
"nongzhangu_aq#9",312.401794433594,0,0
"nongzhangu_aq#10",162.645431518555,0,0
"nongzhangu_aq#11",178.740447998047,0,0
"nongzhangu_aq#12",123.80445098877,0,0
"nongzhangu_aq#13",61.6104736328125,0,0
"nongzhangu_aq#14",184.871109008789,0,0
"nongzhangu_aq#15",51.3901863098145,0,0
"nongzhangu_aq#16",118.527076721191,0,0
"nongzhangu_aq#17",122.570274353027,0,0
"nongzhangu_aq#18",11.152455329895,0,0
"nongzhangu_aq#19",0,0,0
"nongzhangu_aq#20",25.7279243469238,0,0
"nongzhangu_aq#21",0,0,0
"nongzhangu_aq#22",0,0,0
"nongzhangu_aq#23",41.0478553771973,0,0
"nongzhangu_aq#24",24.5462608337402,0,0
"nongzhangu_aq#25",58.539966583252,0,0
