"test_id","PM2.5","PM10","O3"
"dongsi_aq#0",12.5114641189575,136.976089477539,39.1666412353516
"dongsi_aq#1",48.7800788879395,70.8011245727539,33.8234519958496
"dongsi_aq#2",73.2530212402344,164.524261474609,25.3316783905029
"dongsi_aq#3",41.6524963378906,105.477325439453,30.8933067321777
"dongsi_aq#4",41.9441528320312,22.419246673584,43.6376342773438
"dongsi_aq#5",47.8904457092285,35.8183059692383,53.857551574707
"dongsi_aq#6",45.532398223877,35.1589088439941,45.3581237792969
"dongsi_aq#7",0.3948834836483,89.5650787353516,82.5232391357422
"dongsi_aq#8",4.60081624984741,144.780944824219,98.2495269775391
"dongsi_aq#9",31.0036735534668,124.695655822754,84.0719985961914
"dongsi_aq#10",29.2726421356201,123.936195373535,46.3162231445312
"dongsi_aq#11",41.5255393981934,140.59716796875,82.9957809448242
"dongsi_aq#12",75.2380065917969,168.532196044922,68.5128402709961
"dongsi_aq#13",62.4656448364258,208.535659790039,54.0533981323242
"dongsi_aq#14",62.4142112731934,218.964584350586,79.3516159057617
"dongsi_aq#15",52.7933044433594,194.730987548828,84.0199737548828
"dongsi_aq#16",51.094108581543,108.261421203613,24.5124664306641
"dongsi_aq#17",65.2302627563477,135.931518554688,93.6192398071289
"dongsi_aq#18",75.5992736816406,196.282669067383,108.395027160645
"dongsi_aq#19",50.584529876709,88.6665954589844,77.0383911132812
"dongsi_aq#20",108.94522857666,33.5621719360352,46.3016891479492
"dongsi_aq#21",96.5250015258789,164.584777832031,37.9462280273438
"dongsi_aq#22",28.2744369506836,121.241561889648,38.4484443664551
"dongsi_aq#23",27.7493133544922,58.400951385498,45.8881416320801
"dongsi_aq#24",47.093204498291,27.8569488525391,42.4966697692871
"dongsi_aq#25",66.341682434082,209.508148193359,23.1078319549561
"dongsi_aq#26",33.0148658752441,54.7360458374023,39.1375007629395
"dongsi_aq#27",102.211082458496,95.4011535644531,65.0694427490234
"dongsi_aq#28",89.6661834716797,209.344085693359,55.6015586853027
"dongsi_aq#29",75.5287857055664,51.4207191467285,45.0872116088867
"dongsi_aq#30",29.6606540679932,159.285446166992,61.078556060791
"dongsi_aq#31",41.090259552002,82.8633804321289,58.9125289916992
"dongsi_aq#32",116.359443664551,107.865936279297,97.3136749267578
"dongsi_aq#33",27.9807605743408,63.1345977783203,24.5214138031006
"dongsi_aq#34",48.5940856933594,386.674591064453,60.4275932312012
